Name; UUID; Old Bezugsgröße; Old Bezugseinheit; Old GWP;Corrected Bezugsgröße; Corrected Bezugseinheit;Corrected GWP; Referenzfluss -Name
MDF (Roh);4d9588b6-1732-449f-932b-d0e24180d0c8;1;null;-668,631;1;m3;-668,631;1 m³ MDF Platte unbeschichtet Additional Info from Xml: Rohe MDF-Platten sind plattenförmige Werkstoffe gemäß /EN 622-5/ für den trockenen Möbel- und Innenausbau. Herstellung 1. Entrindung der Stämme 2. Zerspanung des Holzes zu Spänen 3. Kochen der Späne 4. Zerfaserung im Refiner 5. Trocknung der Fasern auf ca. 2-3 % Restfeuchte 6. Beleimung der Fasern mit Harzen 7. Streuung der beleimten Fasern auf ein Formband 8. Verpressen der Fasermatte in einer kontinuierlich arbeitenden Heißpresse 9. Aufteilen und Besäumen des Faserstranges zu Rohplattenformaten 10. Auskühlen der Rohplatten in Sternkühlwendern 11. Abstapelung zu Großstapeln 12. Nach Klimatisierungsphase Schleifen der Ober- und Unterseite Alle Werke, in denen EGGER MDF-Platten hergestellt werden, sind mit einem Qualitätsmanagementsystem nach /ISO 9001/ zertifiziert. Technische Daten: Technische Daten für EGGER MDF-ST E1CE Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von einem Kubikmeter unbeschichteter MDF Platte. Unbeschichtete MDF Platten weisen eine mittlere Dichte von 720 kg/m³ auf.
MDF (Roh);4d9588b6-1732-449f-932b-d0e24180d0c8;1;null;633,538;1;m3;633,538;1 m³ MDF Platte unbeschichtet Additional Info from Xml: Rohe MDF-Platten sind plattenförmige Werkstoffe gemäß /EN 622-5/ für den trockenen Möbel- und Innenausbau. Herstellung 1. Entrindung der Stämme 2. Zerspanung des Holzes zu Spänen 3. Kochen der Späne 4. Zerfaserung im Refiner 5. Trocknung der Fasern auf ca. 2-3 % Restfeuchte 6. Beleimung der Fasern mit Harzen 7. Streuung der beleimten Fasern auf ein Formband 8. Verpressen der Fasermatte in einer kontinuierlich arbeitenden Heißpresse 9. Aufteilen und Besäumen des Faserstranges zu Rohplattenformaten 10. Auskühlen der Rohplatten in Sternkühlwendern 11. Abstapelung zu Großstapeln 12. Nach Klimatisierungsphase Schleifen der Ober- und Unterseite Alle Werke, in denen EGGER MDF-Platten hergestellt werden, sind mit einem Qualitätsmanagementsystem nach /ISO 9001/ zertifiziert. Technische Daten: Technische Daten für EGGER MDF-ST E1CE Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von einem Kubikmeter unbeschichteter MDF Platte. Unbeschichtete MDF Platten weisen eine mittlere Dichte von 720 kg/m³ auf.
MDF (Roh);4d9588b6-1732-449f-932b-d0e24180d0c8;1;null;-357;1;m3;-357;1 m³ MDF Platte unbeschichtet Additional Info from Xml: Rohe MDF-Platten sind plattenförmige Werkstoffe gemäß /EN 622-5/ für den trockenen Möbel- und Innenausbau. Herstellung 1. Entrindung der Stämme 2. Zerspanung des Holzes zu Spänen 3. Kochen der Späne 4. Zerfaserung im Refiner 5. Trocknung der Fasern auf ca. 2-3 % Restfeuchte 6. Beleimung der Fasern mit Harzen 7. Streuung der beleimten Fasern auf ein Formband 8. Verpressen der Fasermatte in einer kontinuierlich arbeitenden Heißpresse 9. Aufteilen und Besäumen des Faserstranges zu Rohplattenformaten 10. Auskühlen der Rohplatten in Sternkühlwendern 11. Abstapelung zu Großstapeln 12. Nach Klimatisierungsphase Schleifen der Ober- und Unterseite Alle Werke, in denen EGGER MDF-Platten hergestellt werden, sind mit einem Qualitätsmanagementsystem nach /ISO 9001/ zertifiziert. Technische Daten: Technische Daten für EGGER MDF-ST E1CE Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von einem Kubikmeter unbeschichteter MDF Platte. Unbeschichtete MDF Platten weisen eine mittlere Dichte von 720 kg/m³ auf.
MDF beschichtet;ac3fb66d-bfd1-4e97-b63b-f8f4da17fbdf;1;null;-8,10026;1;qm;-8,10026;1 m² MDF Platte beschichtet Additional Info from Xml: Herstellung der Rohplatten: 1. Entrindung der Stämme 2. Zerspanung des Holzes zu Spänen 3. Kochen der Späne 4. Zerfaserung im Refiner 5. Trockung der Fasern auf ca. 2-3% Restfeuchte 6. Beleimung der Fasern mit Harzen 7. Streuung der beleimten Fasern auf ein Formband 8. Verpressen der Fasermatte in einer kontinuierlich arbeitenden Heißpresse 9. Aufteilen und Besäumen des Faserstranges zu Rohplattenformaten 10. Auskühlen der Rohplatten in Sternkühlwendern 11. Abstapelung zu Großstapeln 12. Nach Klimatisierungsphase Schleifen der Oberund Unterseite Herstellung der Imprägnate: 1. Abwicklung der Rohpapiere 2. Aufnahme von Imprägnierharz (MUF) in der Anlage 3. Trocknung des imprägnierten Papiers in beheizten Trocknern 4. Formatierung des endlosen Papiers mittels Querschneider 5. Abstapelung der formatierten Bögen auf Paletten Herstellung der beschichteten MDF Platten: 1. Legung der Imprägnate auf die Ober- und Unterseite der Rohplatte 2. Verpressung der Platte in der Heißpresse mit verschieden strukturierten Pressblechen / -bändern 3. Qualitätssortierung und Abstapelung 4. Klimatisierungsphase von bis zu 14 Tagen Alle während der Produktion anfallenden Reste (Besäum-, Schneid- und Fräsreste) werden ausnahmslos einer thermischen Verwertung zugeführt. Technische Daten: Technische Daten für EGGER MDF-ST E1CE Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von  1 m² beschichteter MDF Platte mit einer durchschnittlichen Dicke von 11,7 mm und einem Flächengewicht von 12,7 kg/m².
MDF beschichtet;ac3fb66d-bfd1-4e97-b63b-f8f4da17fbdf;1;null;14,5731;1;qm;14,5731;1 m² MDF Platte beschichtet Additional Info from Xml: Herstellung der Rohplatten: 1. Entrindung der Stämme 2. Zerspanung des Holzes zu Spänen 3. Kochen der Späne 4. Zerfaserung im Refiner 5. Trockung der Fasern auf ca. 2-3% Restfeuchte 6. Beleimung der Fasern mit Harzen 7. Streuung der beleimten Fasern auf ein Formband 8. Verpressen der Fasermatte in einer kontinuierlich arbeitenden Heißpresse 9. Aufteilen und Besäumen des Faserstranges zu Rohplattenformaten 10. Auskühlen der Rohplatten in Sternkühlwendern 11. Abstapelung zu Großstapeln 12. Nach Klimatisierungsphase Schleifen der Oberund Unterseite Herstellung der Imprägnate: 1. Abwicklung der Rohpapiere 2. Aufnahme von Imprägnierharz (MUF) in der Anlage 3. Trocknung des imprägnierten Papiers in beheizten Trocknern 4. Formatierung des endlosen Papiers mittels Querschneider 5. Abstapelung der formatierten Bögen auf Paletten Herstellung der beschichteten MDF Platten: 1. Legung der Imprägnate auf die Ober- und Unterseite der Rohplatte 2. Verpressung der Platte in der Heißpresse mit verschieden strukturierten Pressblechen / -bändern 3. Qualitätssortierung und Abstapelung 4. Klimatisierungsphase von bis zu 14 Tagen Alle während der Produktion anfallenden Reste (Besäum-, Schneid- und Fräsreste) werden ausnahmslos einer thermischen Verwertung zugeführt. Technische Daten: Technische Daten für EGGER MDF-ST E1CE Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von  1 m² beschichteter MDF Platte mit einer durchschnittlichen Dicke von 11,7 mm und einem Flächengewicht von 12,7 kg/m².
MDF beschichtet;ac3fb66d-bfd1-4e97-b63b-f8f4da17fbdf;1;null;-11,3;1;qm;-11,3;1 m² MDF Platte beschichtet Additional Info from Xml: Herstellung der Rohplatten: 1. Entrindung der Stämme 2. Zerspanung des Holzes zu Spänen 3. Kochen der Späne 4. Zerfaserung im Refiner 5. Trockung der Fasern auf ca. 2-3% Restfeuchte 6. Beleimung der Fasern mit Harzen 7. Streuung der beleimten Fasern auf ein Formband 8. Verpressen der Fasermatte in einer kontinuierlich arbeitenden Heißpresse 9. Aufteilen und Besäumen des Faserstranges zu Rohplattenformaten 10. Auskühlen der Rohplatten in Sternkühlwendern 11. Abstapelung zu Großstapeln 12. Nach Klimatisierungsphase Schleifen der Oberund Unterseite Herstellung der Imprägnate: 1. Abwicklung der Rohpapiere 2. Aufnahme von Imprägnierharz (MUF) in der Anlage 3. Trocknung des imprägnierten Papiers in beheizten Trocknern 4. Formatierung des endlosen Papiers mittels Querschneider 5. Abstapelung der formatierten Bögen auf Paletten Herstellung der beschichteten MDF Platten: 1. Legung der Imprägnate auf die Ober- und Unterseite der Rohplatte 2. Verpressung der Platte in der Heißpresse mit verschieden strukturierten Pressblechen / -bändern 3. Qualitätssortierung und Abstapelung 4. Klimatisierungsphase von bis zu 14 Tagen Alle während der Produktion anfallenden Reste (Besäum-, Schneid- und Fräsreste) werden ausnahmslos einer thermischen Verwertung zugeführt. Technische Daten: Technische Daten für EGGER MDF-ST E1CE Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von  1 m² beschichteter MDF Platte mit einer durchschnittlichen Dicke von 11,7 mm und einem Flächengewicht von 12,7 kg/m².
Mehrschichtparkett;6bb3b483-7640-42f0-ba34-f9b7efbf0dba;1;null;-12,5632;1;qm;-12,5632;1 m² Schichtparkett Additional Info from Xml: Zwei- und mehrschichtigen Parkettböden, Mehrschichtparkett. Mehrschichtige Parkettböden sind in Lagen aufgebaute Holzböden, die eine Deckschicht von mindestens 2,5 mm Dicke haben. Sie können 2-lagig mit Trägerplatte aus Vollholz oder Holzwerkstoffen und einer dekorativen Deckschicht, oder 3-lagig mit einer zusätzlichen Gegenzuglage ausgestattet sein. Mehrschichtparkette sind Holzbodenbeläge für die private und gewerbliche Nutzung im Innenbereich, die entweder auf Estrich, oder auf bestehenden anderen Unterböden wie Holz, Fliesen, PVC schwimmend verlegt oder verklebt oder mit sonstigen Befestigungsmitteln fixiert sind. Zur Herstellung von Mehrschichtparkett werden Rundhölzer, frische Schnitthölzer, kammergetrocknete Schnitthölzer oder Hobelware eingesetzt. Daneben kommen teilweise Sperrhölzer und HDF Platten zum Einsatz. Die Schichten werden zunächst getrennt hergestellt. Die Deckschicht wird aus Vollholzelementen zusammengesetzt. Die Mittellage kann aus Holzwerkstoffen oder massiven Einzelteilen bestehen. Im Falle des 3-lagigen Aufbaus wird ein Gegenzug genutzt. Die einzelnen Lagen werden nach Aufbringung von Klebstoffen zusammengepresst und aufgetrennt. Technische Daten: Folgende technische Daten für Mehrschichtparkette sind zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist 1m² Schichtparkett bis zum Werkstor der Herstellung. Es wird ein durchschnittliches Produkt gemittelt aus mehreren Werken der Unternehmen des Verbandes deklariert.
Mehrschichtparkett;6bb3b483-7640-42f0-ba34-f9b7efbf0dba;1;null;0,456343;1;qm;0,456343;1 m² Schichtparkett Additional Info from Xml: Zwei- und mehrschichtigen Parkettböden, Mehrschichtparkett. Mehrschichtige Parkettböden sind in Lagen aufgebaute Holzböden, die eine Deckschicht von mindestens 2,5 mm Dicke haben. Sie können 2-lagig mit Trägerplatte aus Vollholz oder Holzwerkstoffen und einer dekorativen Deckschicht, oder 3-lagig mit einer zusätzlichen Gegenzuglage ausgestattet sein. Mehrschichtparkette sind Holzbodenbeläge für die private und gewerbliche Nutzung im Innenbereich, die entweder auf Estrich, oder auf bestehenden anderen Unterböden wie Holz, Fliesen, PVC schwimmend verlegt oder verklebt oder mit sonstigen Befestigungsmitteln fixiert sind. Zur Herstellung von Mehrschichtparkett werden Rundhölzer, frische Schnitthölzer, kammergetrocknete Schnitthölzer oder Hobelware eingesetzt. Daneben kommen teilweise Sperrhölzer und HDF Platten zum Einsatz. Die Schichten werden zunächst getrennt hergestellt. Die Deckschicht wird aus Vollholzelementen zusammengesetzt. Die Mittellage kann aus Holzwerkstoffen oder massiven Einzelteilen bestehen. Im Falle des 3-lagigen Aufbaus wird ein Gegenzug genutzt. Die einzelnen Lagen werden nach Aufbringung von Klebstoffen zusammengepresst und aufgetrennt. Technische Daten: Folgende technische Daten für Mehrschichtparkette sind zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist 1m² Schichtparkett bis zum Werkstor der Herstellung. Es wird ein durchschnittliches Produkt gemittelt aus mehreren Werken der Unternehmen des Verbandes deklariert.
Mehrschichtparkett;6bb3b483-7640-42f0-ba34-f9b7efbf0dba;1;null;6,87451;1;qm;6,87451;1 m² Schichtparkett Additional Info from Xml: Zwei- und mehrschichtigen Parkettböden, Mehrschichtparkett. Mehrschichtige Parkettböden sind in Lagen aufgebaute Holzböden, die eine Deckschicht von mindestens 2,5 mm Dicke haben. Sie können 2-lagig mit Trägerplatte aus Vollholz oder Holzwerkstoffen und einer dekorativen Deckschicht, oder 3-lagig mit einer zusätzlichen Gegenzuglage ausgestattet sein. Mehrschichtparkette sind Holzbodenbeläge für die private und gewerbliche Nutzung im Innenbereich, die entweder auf Estrich, oder auf bestehenden anderen Unterböden wie Holz, Fliesen, PVC schwimmend verlegt oder verklebt oder mit sonstigen Befestigungsmitteln fixiert sind. Zur Herstellung von Mehrschichtparkett werden Rundhölzer, frische Schnitthölzer, kammergetrocknete Schnitthölzer oder Hobelware eingesetzt. Daneben kommen teilweise Sperrhölzer und HDF Platten zum Einsatz. Die Schichten werden zunächst getrennt hergestellt. Die Deckschicht wird aus Vollholzelementen zusammengesetzt. Die Mittellage kann aus Holzwerkstoffen oder massiven Einzelteilen bestehen. Im Falle des 3-lagigen Aufbaus wird ein Gegenzug genutzt. Die einzelnen Lagen werden nach Aufbringung von Klebstoffen zusammengepresst und aufgetrennt. Technische Daten: Folgende technische Daten für Mehrschichtparkette sind zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist 1m² Schichtparkett bis zum Werkstor der Herstellung. Es wird ein durchschnittliches Produkt gemittelt aus mehreren Werken der Unternehmen des Verbandes deklariert.
Mehrschichtparkett;6bb3b483-7640-42f0-ba34-f9b7efbf0dba;1;null;14,5999;1;qm;14,5999;1 m² Schichtparkett Additional Info from Xml: Zwei- und mehrschichtigen Parkettböden, Mehrschichtparkett. Mehrschichtige Parkettböden sind in Lagen aufgebaute Holzböden, die eine Deckschicht von mindestens 2,5 mm Dicke haben. Sie können 2-lagig mit Trägerplatte aus Vollholz oder Holzwerkstoffen und einer dekorativen Deckschicht, oder 3-lagig mit einer zusätzlichen Gegenzuglage ausgestattet sein. Mehrschichtparkette sind Holzbodenbeläge für die private und gewerbliche Nutzung im Innenbereich, die entweder auf Estrich, oder auf bestehenden anderen Unterböden wie Holz, Fliesen, PVC schwimmend verlegt oder verklebt oder mit sonstigen Befestigungsmitteln fixiert sind. Zur Herstellung von Mehrschichtparkett werden Rundhölzer, frische Schnitthölzer, kammergetrocknete Schnitthölzer oder Hobelware eingesetzt. Daneben kommen teilweise Sperrhölzer und HDF Platten zum Einsatz. Die Schichten werden zunächst getrennt hergestellt. Die Deckschicht wird aus Vollholzelementen zusammengesetzt. Die Mittellage kann aus Holzwerkstoffen oder massiven Einzelteilen bestehen. Im Falle des 3-lagigen Aufbaus wird ein Gegenzug genutzt. Die einzelnen Lagen werden nach Aufbringung von Klebstoffen zusammengepresst und aufgetrennt. Technische Daten: Folgende technische Daten für Mehrschichtparkette sind zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist 1m² Schichtparkett bis zum Werkstor der Herstellung. Es wird ein durchschnittliches Produkt gemittelt aus mehreren Werken der Unternehmen des Verbandes deklariert.
Mehrschichtparkett;6bb3b483-7640-42f0-ba34-f9b7efbf0dba;1;null;-6,13364;1;qm;-6,13364;1 m² Schichtparkett Additional Info from Xml: Zwei- und mehrschichtigen Parkettböden, Mehrschichtparkett. Mehrschichtige Parkettböden sind in Lagen aufgebaute Holzböden, die eine Deckschicht von mindestens 2,5 mm Dicke haben. Sie können 2-lagig mit Trägerplatte aus Vollholz oder Holzwerkstoffen und einer dekorativen Deckschicht, oder 3-lagig mit einer zusätzlichen Gegenzuglage ausgestattet sein. Mehrschichtparkette sind Holzbodenbeläge für die private und gewerbliche Nutzung im Innenbereich, die entweder auf Estrich, oder auf bestehenden anderen Unterböden wie Holz, Fliesen, PVC schwimmend verlegt oder verklebt oder mit sonstigen Befestigungsmitteln fixiert sind. Zur Herstellung von Mehrschichtparkett werden Rundhölzer, frische Schnitthölzer, kammergetrocknete Schnitthölzer oder Hobelware eingesetzt. Daneben kommen teilweise Sperrhölzer und HDF Platten zum Einsatz. Die Schichten werden zunächst getrennt hergestellt. Die Deckschicht wird aus Vollholzelementen zusammengesetzt. Die Mittellage kann aus Holzwerkstoffen oder massiven Einzelteilen bestehen. Im Falle des 3-lagigen Aufbaus wird ein Gegenzug genutzt. Die einzelnen Lagen werden nach Aufbringung von Klebstoffen zusammengepresst und aufgetrennt. Technische Daten: Folgende technische Daten für Mehrschichtparkette sind zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist 1m² Schichtparkett bis zum Werkstor der Herstellung. Es wird ein durchschnittliches Produkt gemittelt aus mehreren Werken der Unternehmen des Verbandes deklariert.
Mehrschichtparkett;ee873d85-c31c-4217-a696-7c1a05a99d17;1;null;-5,36632;1;qm;-5,36632;1 m² Mehrschichtparkett (7,31 kg) Additional Info from Xml: WEITZER PARKETT Mehrschichtparkettböden sind Holzfußböden mit Edelholznutz-schicht, die vorzugsweise auf einem Trägermaterial aus Fichte mit stehenden Jahresrin-gen kreuzweise verleimt werden. Als weiteres Trägermaterial kommt in geringerem Um-fang auch HDF (hochdichte Faserplatte) zum Einsatz. Die Abmessungen der einzelnen Parkett¬elemente sind unterschiedlich. Die Breiten der Deckschichten liegen zwischen 50 und 600 mm, die Längen liegen zwischen 360 und 7500 mm. Die Produktdicken liegen zwischen 9 mm und 18 mm. Als Edelholznutzschicht kommen fast ausschließlich heimi-sche Laubholzarten zur Anwendung, Tropenhölzer werden aus ökologischen Gründen nicht verarbeitet. Die Parkettböden weisen ja nach Bearbeitung und Oberfläche unter-schiedliche Funktionalitäten auf. Die Produkte werden daher auch als Pflegefrei-Parkett, Gesund-Parkett und Flüster-Parkett bezeichnet. Technische Daten: Nachfolgende Produktdaten stellen den Durchschnitt aller Mehrschichtparkettprodukte dar, die innerhalb eines repräsentativen Wirtschaftsjahres durch die WEITZER PARKETT GmbH gefertigt wurden. Es sind Mittelwerte, die keiner spezifischen Produktgruppe entsprechen.
