UUID;Name;Kategorie;Bezugsgroesse;Bezugseinheit;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;Ergänzt;Quelle;Anmerkungen
ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23;Betonfertigteil Treppe (1,1 m Breite, 9 Stufen a 16 cm);Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;1;pcs.;Betonfertigteil Treppe (1,1 m Breite, 9 Stufen a 16 cm) (Stück);;;;;;;;;Die Lebenszyklusanalyse von Stahlbeton-Fertigteiltreppen berücksichtigt die Herstellung von Beton (C30/37) und Bewehrungsstahl. Es wird von einer mittleren Betondichte von 2,4 t/m3, von einer Stahldichte von 7,86 t/m3 und einem Bewehrungsgehalt von 0,6 Vol.-% ausgegangen. Es handelt sich um eine 1,1 m breite Standardtreppe mit 9 Stufen à 16 cm. Die Systemgrenze bildet das fertige Produkt am Werkstor. Transporte vom Werk zur Baustelle sind nicht berücksichtigt und müssen bei Systembetrachtungen eingerechnet werden.;Datensatz nicht verwendbar
def9e058-ac16-489e-9457-db7645404194;Mineralfaser Deckenplatten (Dicke 0,015 m);Mineralische Baustoffe / Steine und Elemente / Deckenplatten;1;qm;Mineralfaser Deckenplatten [m2];;2,4;;15;;;;Schichtdicke;Name;
e24f9f47-8580-45c2-b16d-45145d65a813;Faserzementplatte;Mineralische Baustoffe / Steine und Elemente / Faserzement;1;qm;Faserzement Fassadentafeln (beschichtet);;;1300;0,01;;;;Schichtdicke;https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e24f9f47-8580-45c2-b16d-45145d65a813&version=20.19.120&stock=OBD_2021_I&lang=de;
b4a0e610-e038-47d3-b86e-cef013cd7c83;Steinzeugfliesen glasiert (Dicke 0,01 m);Mineralische Baustoffe / Steine und Elemente / Fliesen und Platten;1;qm;Steinzeugfliesen glasiert (m2);;20;;0,01;;;;Schichtdicke;Name;
a2b5b7c9-db13-4dbd-be23-b0ff9f0cbd98;Keramische Fliesen und Platten;Mineralische Baustoffe / Steine und Elemente / Fliesen und Platten;1;qm;1 m² durchschnittliche Fliese (18,65 kg/m²) Additional Info from Xml: Die hier betrachteten Produkte umfassen Wand- und Bodenfliesen in sämtlichen Formaten, Oberflächen (z. B. glasiert bzw. vergütet und unglasiert) und Farben sowie alle definierten Klassifizierungs- und Bewertungsgruppen. Herstellung: Der Herstellungsprozess für keramische Fliesen und Platten gliedert sich in verschiedene Verfahrensschritte wie die Aufbereitung der Ausgangsstoffe, die Formgebung, die Trocknung, falls notwendig Glasieren, und das Brennen der Fliesen- und Plattenrohlinge. Als keramische Rohstoffe dienen hauptsächlich Ton, Kaolin, Quarz und Feldspat. Die Ausgangsmaterialien werden zunächst zerkleinert und gemahlen, nach Rezept verwogen, im Mischer mit Wasser versetzt und homogenisiert (keramische Masse). Bei der Formgebung werden zwei verschiedene Verfahren unterschieden. Im so genannten Trockenpress-Verfahren wird die Rohstoffmasse als Granulat in die zukünftige Fliesenform gepresst, bei der Strangpressung wird die breiig aufgearbeitete Rohstoffmasse durch Formgebungsschablonen gepresst. Die geformten Rohlinge werden sodann gegebenenfalls getrocknet und mit oder ohne eine Glasur gebrannt. Nach dem Brand werden die Fliesen versandfertig sortiert und verpackt. Rohstoffe: Die keramischen Fliesen und Platten werden aus einem Rohstoffgemenge hergestellt, das aus folgenden wesentlichen Bestandteilen besteht: Tone ca. 50%, Feldspate ca. 25 %, Kaolin ca. 7 %, Kalkstein ca. 3%, Sand ca. 3 % und Glasuren/Vergütung ca. 4 % . Technische Daten: Das folgende Kapitel enthält Angaben über die Leistung der Produkte in Bezug auf deren wesentliche Merkmale gemäß EN 14411, soweit sie in der Leistungserklärung enthalten und spezifiziert sind. Da keine spezifischen Werte für das in dieser EPD deklarierte durchschnittliche Produkt angegeben werden können, werden nachfolgend die Anforderungen entsprechend definierter Produktklasse ausgewiesen.  1. Wasseraufnahme: Die Klassifizierung keramischer Fliesen und Platten erfolgt im Hinblick auf die Wasseraufnahme und Formgebung in Gruppen I bis III. Wasseraufnahme als Massenanteil je nach Gruppe > 0,5% bis < 10%, gemessen nach /DIN EN ISO 10545-3/ 2. Bruchlast (Anforderungen nach /DIN EN 14411/): sind abhängig vom Einsatz der Fliesen und der Klassifizierungsgruppe - Bruchlast bei Fliesendicke ≥ 7,5mm: min. 600 –  min. 1.300 N - Bruchlast bei Fliesendicke < 7,5 mm: min. 200 – min. 600 N3. Biegefestigkeit (Anforderungen nach /DIN EN 14411/): sind abhängig vom Einsatz der Fliesen und der Klassifizierungsgruppe: - Biegefestigkeit: min. 8 – min. 30 N/mm²4. Wiederstand gegen Oberflächenverschleiß EN ISO 10454-7 (PEI Test): Abriebklassen II, III, IV und V5. Frost-Tauwechselbeständigkeit  EN ISO 10545-12 soweit angegeben zutreffend 6. Rutschhemmende Eigenschaften nach Angaben Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von 1 m² durchschnittlicher Fliesen und Platten. Umrechnungsfaktoren sind der Tabelle zu entnehmen.;;18,65;;;;;0,0536;;keine Schichtdicke angegeben in der EPD, nicht mal ein Durchschnitt...;Flooring → ok in m²
bc2f9dde-f2a6-4630-bf7c-0ad3870012ef;Steinzeugfliesen unglasiert;Mineralische Baustoffe / Steine und Elemente / Fliesen und Platten;1;qm;Steinzeugfliesen unglasiert (m2);;20;;;;;;;;
da72684f-471c-425b-817d-69f262323f04;Gipskartonplatte (Feuerschutz)(Dicke 0,0125 m);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;1;qm;Gipskartonplatte (Feuerschutz) [m2];;10;;0,0125;;;;Schichtdicke;Name;
6d535792-4351-4d7d-97c6-6d2c3624f3e0;Gipsfaserplatte (Dicke 0,01 m);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;1;qm;Gipsfaserplatte (m2);;10;;0,01;;;;Schichtdicke;Name;
38a8d707-0c7f-4d91-a3db-9b5b2c9bb147;Gipswandbauplatte (Dicke 0,1 m);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;1;qm;Gipswandbauplatte (m2);;84;;0,1;;;;Schichtdicke;Name;
07423e99-8c7c-4e93-8311-dcf7ae85c41d;Gipskartonplatte (imprägniert) (Dicke 0,0125 m);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;1;qm;Gipskartonplatte (imprägniert) [m2];;10;;0,0125;;;;Schichtdicke;Name;
ccdb5f3c-7305-46c7-ad5b-a05bb922a743;Kunststeinplatte (Epoxidharz gebunden);Mineralische Baustoffe / Steine und Elemente / Kunststein;1;qm;Kunststeinplatte (Epoxidharz gebunden) [m2];;52;;0,02;;;;Schichtdicke;https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=ccdb5f3c-7305-46c7-ad5b-a05bb922a743&version=20.19.120&stock=OBD_2021_I&lang=de;
6aff7a60-d7cd-430e-8b15-02556b6f62ff;Lehmbauplatte (Dicke 0,02 m);Mineralische Baustoffe / Steine und Elemente / Lehmsteine;1;qm;Lehmbauplatte [m2];;14;;0,02;;;;Schichtdicke;Name;
ef0d9cbc-4e89-4e78-8cb2-68f02a49b87d;Natursteinplatte, weich, Innenboden (Dicke 0,020 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;1;qm;Natursteinplatte, weich, Innenboden (m2);;52;;0,02;;;;Schichtdicke;Name;
e9be7506-62ce-45b8-853f-c45c3f82401f;Marmorplatte (Dicke 0,02 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;1;qm;Marmorplatte [m2];;52;;0,02;;;;Schichtdicke;Name;
e8db532f-ee15-42a4-89c3-5ef789e1fb8f;Natursteinplatte, hart, Innenboden (Dicke 0,02 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;1;qm;Natursteinplatte, hart, Innenboden (m2);;52;;0,02;;;;Schichtdicke;Name;
da4b704a-c901-414f-943f-8e1ff0f4566c;Natursteinplatte, hart, Außenbereich (Dicke 0,08 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;1;qm;Natursteinplatte, hart, Außenbereich (m2);;208;;0,08;;;;Schichtdicke;Name;
cb3f4a56-460c-4a3e-ae43-3e0a9dcb4319;Natursteinplatte, hart, Fassade (Dicke 0,030 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;1;qm;Natursteinplatte, hart, Fassade (m2);;78;;0,03;;;;Schichtdicke;Name;
9049a94f-a527-4d87-a4b9-5a3a56f5ea19;Schiefer (Dicke 0,011 m);Mineralische Baustoffe / Steine und Elemente / Schiefer;1;qm;Schiefer m2;;30;;11;;;;Schichtdicke;Name;
ab574186-139f-4816-b7c1-d457b1258c7d;Trockenestrich (Gipskartonplatte) (Dicke 0,025 m);Mineralische Baustoffe / Steine und Elemente / Trockenestrich;1;qm;Trockenestrich (Gipskartonplatte) [m2];;20,07;;25;;;;Schichtdicke;Name;
a9a79b38-dc2c-4b51-a3cc-cf9fa0d299e7;Trockenestrich (Gipsfaserplatte) (Dicke 0,025 m);Mineralische Baustoffe / Steine und Elemente / Trockenestrich;1;qm;Trockenestrich (Gipsfaserplatte) [m2];;24,07;;25;;;;Schichtdicke;Name;
3749834e-307f-4cb2-b903-4ef4bd463446;Blähton Sand;Mineralische Baustoffe / Zuschläge / Blähton;1;kg;Blähton Sand;500;;;;;;;;;Schüttdichte steht i Ökobaudat Konfiguration als Rohdichte drin → als Umrechnungsfaktor ok
